Initiating user,Date entered,First Name:,Last Name:,Convo,Follow-Up? Yes/No,Tags,RACount,TotalCount,corrected_convo,trimmed_convo,Academics,Campus/Community Involvement,Friends/Family/Relationships,Goal Setting/Career Planning,Finances,Mental Health,Social Justice,value,confidence,happiness_score
RA4,"May 1, 2021, 06:15 PM",F,57,"dj and i talked about his upcoming finals and whether he thought they'd be hard or not. although he's not super stressed, he's definitely excited to be done with them here in a couple weeks. he also headed off to texas this past weekend to watch some races so i thought that was pretty cool. i also helped him move his tv out to his car, since he wanted to start packing up a bit early.",No,"Academics, Other/Add Theme",8,58,"dj and i talked about his upcoming finals and whether he thought they'd be hard or not. although he's not super stressed, he's definitely excited to be done with them here in a couple weeks. he also headed off to texas this past weekend to watch some races so i thought that was pretty cool. i also helped him move his tv out to his car, since he wanted to start packing up a bit early.",dj upcoming final whether thought hard although super stressed definitely excited done couple week also headed texas past weekend watch race thought pretty cool also helped move tv car since wanted start packing bit early,True,False,False,False,False,False,False,POSITIVE,0.9992902278900146,0.9992902278900146
RA4,"May 1, 2021, 06:21 PM",G,58,"we discussed his classes for this semester, and he said they went pretty well. unfortunately, they were a bit more work than he thought they should've been—but either than that they were fine. we also talked a bit about his relationship with his girlfriend and how that's been going.",No,"Academics, Friends/Family/Relationships",9,59,"we discussed his classes for this semester, and he said they went pretty well. unfortunately, they were a bit more work than he thought they should've been—but either than that they were fine. we also talked a bit about his relationship with his girlfriend and how that's been going.",class semester went pretty well unfortunately bit work thought either fine also bit relationship girlfriend going,True,False,True,False,False,False,False,POSITIVE,0.9877337217330933,0.9877337217330933
RA3,"May 1, 2021, 08:04 PM",H,59,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",1,60,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:04 PM",I,60,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships",2,61,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,False,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:05 PM",J,61,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",3,62,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:05 PM",K,62,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",4,63,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:06 PM",L,63,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",5,64,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:07 PM",M,64,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",6,65,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:07 PM",N,65,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",7,66,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:08 PM",O,66,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",8,67,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:09 PM",P,67,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",9,68,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA3,"May 1, 2021, 08:09 PM",Q,68,"talked about classes, finals, summer plans, future semester plans, housing",No,"Academics, Campus/Community Involvement, Friends/Family/Relationships, Goal Setting/Career Planning",10,69,"talked about classes, finals, summer plans, future semester plans, housing",class final summer plan future semester plan housing,True,True,True,True,False,False,False,POSITIVE,0.7112694978713989,0.7112694978713989
RA2,"May 2, 2021, 08:12 PM",R,69,i asked how classes were going he said that they were going well and him and his roommate were doing fine.,No,"Academics, Friends/Family/Relationships",9,70,i asked how classes were going he said that they were going well and him and his roommate were doing fine.,class going going well roommate fine,True,False,True,False,False,False,False,POSITIVE,0.9233503341674805,0.9233503341674805
RA2,"May 2, 2021, 08:13 PM",S,70,we talked about st thomas the church that we both go to. also our classes and the exams that we have in the coming days.,No,"Academics, Campus/Community Involvement",10,71,we talked about st thomas the church that we both go to. also our classes and the exams that we have in the coming days.,st thomas church go also class exam coming day,True,True,False,False,False,False,False,POSITIVE,0.9835000038146973,0.9835000038146973
RA2,"May 2, 2021, 08:15 PM",T,71,we talked about his upcoming aero exams i told him about my experience in the classes and his other finals that he has coming up.,No,"Academics, Campus/Community Involvement",11,72,we talked about his upcoming aero exams i told him about my experience in the classes and his other finals that he has coming up.,upcoming aero exam experience class final ha coming,True,True,False,False,False,False,False,POSITIVE,0.9307781457901001,0.9307781457901001
RA2,"May 2, 2021, 08:16 PM",U,72,he was on his gym he had a lap pool reservation. we talked about swimming since we both swam in high school.,No,"Campus/Community Involvement, Other/Add Theme",12,73,he was on his gym he had a lap pool reservation. we talked about swimming since we both swam in high school.,gym lap pool reservation swimming since swam high school,False,True,False,False,False,False,False,POSITIVE,0.99187171459198,0.99187171459198
RA2,"May 2, 2021, 08:17 PM",V,73,"i asked how the end of the semester is going for him he is ready for summer break, he also had some questions about move out procedure.",No,Campus/Community Involvement,13,74,"i asked how the end of the semester is going for him he is ready for summer break, he also had some questions about move out procedure.",end semester going ready summer break also question move procedure,False,True,False,False,False,False,False,NEGATIVE,0.9963420033454895,0.003657996654510498
RA1,"May 2, 2021, 08:19 PM",W,74,we talked about plans after graduation.,No,"Friends/Family/Relationships, Goal Setting/Career Planning",3,75,we talked about plans after graduation.,plan graduation,False,False,True,True,False,False,False,POSITIVE,0.9935821294784546,0.9935821294784546
RA1,"May 2, 2021, 08:20 PM",X,75,we talked about the fraternity he is pledging.,No,Campus/Community Involvement,4,76,we talked about the fraternity he is pledging.,fraternity pledging,False,True,False,False,False,False,False,POSITIVE,0.95766282081604,0.95766282081604
RA2,"May 2, 2021, 08:21 PM",Y,76,"we talked about the weekend and what we had done, he said is was pretty laid back and relaxed. he said that classes were good aswell.",No,"Academics, Campus/Community Involvement",14,77,"we talked about the weekend and what we had done, he said is was pretty laid back and relaxed. he said that classes were good swell.",weekend done pretty laid back relaxed class good swell,True,True,False,False,False,False,False,POSITIVE,0.973589301109314,0.973589301109314
RA1,"May 2, 2021, 08:21 PM",Z,77,we talked about the frat he is pledging.,No,Campus/Community Involvement,5,78,we talked about the frac he is pledging.,frac pledging,False,True,False,False,False,False,False,POSITIVE,0.6214978098869324,0.6214978098869324
RA1,"May 2, 2021, 08:22 PM",A,78,we talked about classes and summer plans.,No,"Academics, Goal Setting/Career Planning",6,79,we talked about classes and summer plans.,class summer plan,True,False,False,True,False,False,False,POSITIVE,0.8412322402000427,0.8412322402000427
RA2,"May 2, 2021, 08:23 PM",B,79,we talked about the draft and the plays that the bears and the steelers were making. he said classes were fine for the most part.,No,"Academics, Other/Add Theme",15,80,we talked about the draft and the plays that the bears and the steelers were making. he said classes were fine for the most part.,draft play bear steelers making class fine part,True,False,False,False,False,False,False,POSITIVE,0.8703875541687012,0.8703875541687012
RA1,"May 2, 2021, 08:23 PM",C,80,we talked about the campus ministry he's involved in.,No,"Campus/Community Involvement, Friends/Family/Relationships",7,81,we talked about the campus ministry he's involved in.,campus ministry involved,False,True,True,False,False,False,False,POSITIVE,0.916737973690033,0.916737973690033
RA1,"May 2, 2021, 08:24 PM",D,81,we talked about classes.,No,Academics,8,82,we talked about classes.,class,True,False,False,False,False,False,False,POSITIVE,0.7518064975738525,0.7518064975738525
RA2,"May 2, 2021, 08:25 PM",E,82,we talked about classes and he said that he has a group project for his engineering classes that was coming to a close and was ready to be done with that.,No,Academics,16,83,we talked about classes and he said that he has a group project for his engineering classes that was coming to a close and was ready to be done with that.,class ha group project engineering class coming close ready done,True,False,False,False,False,False,False,NEGATIVE,0.9848618507385254,0.01513814926147461
RA1,"May 2, 2021, 08:25 PM",F,83,we talked about a club he's a part of.,No,Campus/Community Involvement,9,84,we talked about a club he's a part of.,club part,False,True,False,False,False,False,False,POSITIVE,0.6298813223838806,0.6298813223838806
RA1,"May 2, 2021, 08:26 PM",G,84,we talked about grad school plans and specialization decisions.,No,"Academics, Goal Setting/Career Planning",10,85,we talked about grad school plans and specialization decisions.,grad school plan specialization decision,True,False,False,True,False,False,False,POSITIVE,0.6935501098632812,0.6935501098632812
RA2,"May 2, 2021, 08:27 PM",H,85,i talked to aaron in the hall briefly and he has classes were going well and he has been too busy to come to floor dinners.,No,Academics,17,86,i talked to aaron in the hall briefly and he has classes were going well and he has been too busy to come to floor dinners.,aaron hall briefly ha class going well ha busy come floor dinner,True,False,False,False,False,False,False,POSITIVE,0.7505096197128296,0.7505096197128296
RA1,"May 2, 2021, 08:27 PM",I,86,we talked about classes and summer plans.,No,"Academics, Goal Setting/Career Planning",11,87,we talked about classes and summer plans.,class summer plan,True,False,False,True,False,False,False,POSITIVE,0.8412322402000427,0.8412322402000427
RA1,"May 2, 2021, 08:28 PM",J,87,we talked about jobs on campus to help pay for college.,No,"Academics, Finances",12,88,we talked about jobs on campus to help pay for college.,job campus help pay college,True,False,False,False,True,False,False,POSITIVE,0.5251372456550598,0.5251372456550598
RA2,"May 2, 2021, 08:29 PM",K,88,"we talked about our classes, he said that he was doing well and ready for some free time.",No,"Academics, Campus/Community Involvement",18,89,"we talked about our classes, he said that he was doing well and ready for some free time.",class well ready free time,True,True,False,False,False,False,False,POSITIVE,0.8791190981864929,0.8791190981864929
RA1,"May 2, 2021, 08:29 PM",L,89,we talked about clubs and getting involved around campus.,No,"Academics, Friends/Family/Relationships",13,90,we talked about clubs and getting involved around campus.,club getting involved around campus,True,False,True,False,False,False,False,POSITIVE,0.9866085052490234,0.9866085052490234
RA1,"May 2, 2021, 08:31 PM",M,90,we talked about classes and purdue athletics.,No,"Academics, Other/Add Theme",14,91,we talked about classes and purdue athletics.,class purdue athletics,True,False,False,False,False,False,False,POSITIVE,0.9578457474708557,0.9578457474708557
RA2,"May 2, 2021, 08:31 PM",N,91,"he said that his classes were going fine but was upset because his bike had gotten stolen, i told him he should at least contact purdue police to report it if he hadn't already.",No,"Campus/Community Involvement, Friends/Family/Relationships",19,92,"he said that his classes were going fine but was upset because his bike had gotten stolen, i told him he should at least contact purdue police to report it if he hadn't already.",class going fine upset bike gotten stolen least contact purdue police report already,False,True,True,False,False,False,False,NEGATIVE,0.9853968024253845,0.014603197574615479
RA1,"May 2, 2021, 08:32 PM",O,92,we talked about the stock market.,No,Finances,15,93,we talked about the stock market.,stock market,False,False,False,False,True,False,False,NEGATIVE,0.6801182627677917,0.31988173723220825
RA1,"May 2, 2021, 08:33 PM",P,93,we talked about stuff at home and summer plans.,No,"Campus/Community Involvement, Friends/Family/Relationships",16,94,we talked about stuff at home and summer plans.,stuff home summer plan,False,True,True,False,False,False,False,POSITIVE,0.9608129262924194,0.9608129262924194
RA2,"May 2, 2021, 08:33 PM",Q,94,had not seen q around a lot we talked shortly in the stairwell he said that he was doing well. he likes that he has a bit more time.,No,"Academics, Campus/Community Involvement",20,95,had not seen q around a lot we talked shortly in the stairwell he said that he was doing well. he likes that he has a bit more time.,seen q around lot shortly stairwell well like ha bit time,True,True,False,False,False,False,False,POSITIVE,0.9984152317047119,0.9984152317047119
RA1,"May 2, 2021, 08:34 PM",R,95,we talked about choosing a career path.,No,Goal Setting/Career Planning,17,96,we talked about choosing a career path.,choosing career path,False,False,False,True,False,False,False,NEGATIVE,0.916740894317627,0.08325910568237305
RA1,"May 2, 2021, 08:35 PM",S,96,we talked about finding a job after graduation and paying off debt.,No,"Goal Setting/Career Planning, Finances",18,97,we talked about finding a job after graduation and paying off debt.,finding job graduation paying debt,False,False,False,True,True,False,False,POSITIVE,0.6038981676101685,0.6038981676101685
RA2,"May 2, 2021, 08:37 PM",T,97,we talked about school and our class schedule in the coming days. he said that he is doing good. he has been getting some sun outside and enjoying the weather.,No,"Academics, Campus/Community Involvement",21,98,we talked about school and our class schedule in the coming days. he said that he is doing good. he has been getting some sun outside and enjoying the weather.,school class schedule coming day good ha getting sun outside enjoying weather,True,True,False,False,False,False,False,POSITIVE,0.9866820573806763,0.9866820573806763
RA2,"May 2, 2021, 08:39 PM",U,98,"u was doing well we talked a few times i thought that he worked at the wiley res hall, but that was not the case he works elsewhere on campus.",No,"Academics, Campus/Community Involvement",22,99,"u was doing well we talked a few times i thought that he worked at the riley res hall, but that was not the case he works elsewhere on campus.",u well time thought worked riley hall case work elsewhere campus,True,True,False,False,False,False,False,POSITIVE,0.98183673620224,0.98183673620224
RA2,"May 2, 2021, 08:42 PM",V,99,we talked in the bathroom he said that he was doing well and enjoying his classes.,No,"Academics, Campus/Community Involvement",23,100,we talked in the bathroom he said that he was doing well and enjoying his classes.,bathroom well enjoying class,True,True,False,False,False,False,False,POSITIVE,0.9725049734115601,0.9725049734115601
RA2,"May 2, 2021, 08:46 PM",X,101,"we talked at floor dinner about the classes we are taking next semester, he also practiced his com presentation to me.",No,"Academics, Campus/Community Involvement",25,102,"we talked at floor dinner about the classes we are taking next semester, he also practiced his com presentation to me.",floor dinner class taking next semester also practiced com presentation,True,True,False,False,False,False,False,POSITIVE,0.9940423369407654,0.9940423369407654
RA2,"May 2, 2021, 08:47 PM",Y,102,we talked about the starships and how ordering from harrison can be a play. he said that his cs exam is likely going to be hard but hes preparing for it.,No,"Academics, Campus/Community Involvement",26,103,we talked about the starship and how ordering from harrison can be a play. he said that his cs exam is likely going to be hard but hes preparing for it.,starship ordering harrison play c exam likely going hard preparing,True,True,False,False,False,False,False,NEGATIVE,0.8194946646690369,0.18050533533096313
RA2,"May 2, 2021, 08:48 PM",Z,103,we talked about classes he said that he has a cs exam that he was going to stay up all night studying for and that he does this for all of his exams. i told him that he should really try practice getting a good night rest before exams.,No,"Academics, Campus/Community Involvement",27,104,we talked about classes he said that he has a cs exam that he was going to stay up all night studying for and that he does this for all of his exams. i told him that he should really try practice getting a good night rest before exams.,class ha c exam going stay night studying doe exam really try practice getting good night rest exam,True,True,False,False,False,False,False,POSITIVE,0.6869438290596008,0.6869438290596008
RA2,"May 2, 2021, 08:53 PM",A,104,a said he was doing well. we talked about meal plans on campus and the chic fila lines.,No,"Academics, Campus/Community Involvement",28,105,a said he was doing well. we talked about meal plans on campus and the chic film lines.,well meal plan campus chic film line,True,True,False,False,False,False,False,POSITIVE,0.9858103394508362,0.9858103394508362
RA2,"May 2, 2021, 08:54 PM",B,105,we talked shortly in the hall he said that he is doing well and that classes are going fine.,No,"Academics, Campus/Community Involvement",29,106,we talked shortly in the hall he said that he is doing well and that classes are going fine.,shortly hall well class going fine,True,True,False,False,False,False,False,POSITIVE,0.9807778596878052,0.9807778596878052
RA1,"May 2, 2021, 09:12 PM",C,106,we talked about classes and clubs.,No,"Academics, Campus/Community Involvement",19,107,we talked about classes and clubs.,class club,True,True,False,False,False,False,False,POSITIVE,0.9299353957176208,0.9299353957176208
RA1,"May 2, 2021, 09:14 PM",D,107,we talked about summer plans.,No,"Friends/Family/Relationships, Goal Setting/Career Planning",20,108,we talked about summer plans.,summer plan,False,False,True,True,False,False,False,POSITIVE,0.8611931800842285,0.8611931800842285
RA1,"May 2, 2021, 09:15 PM",E,108,we talked about getting an internship for the summer.,No,Goal Setting/Career Planning,21,109,we talked about getting an internship for the summer.,getting internship summer,False,False,False,True,False,False,False,NEGATIVE,0.9719719886779785,0.028028011322021484
RA1,"May 2, 2021, 09:16 PM",F,109,we talked about crypto currency.,No,Finances,22,110,we talked about crypto currency.,crypto currency,False,False,False,False,True,False,False,NEGATIVE,0.9230906963348389,0.07690930366516113
RA1,"May 2, 2021, 09:17 PM",G,110,we talked about getting ready for finals.,No,Academics,23,111,we talked about getting ready for finals.,getting ready final,True,False,False,False,False,False,False,NEGATIVE,0.8119722604751587,0.1880277395248413
RA1,"May 2, 2021, 09:18 PM",H,111,we talked about finals and the school year as a whole.,No,Academics,24,112,we talked about finals and the school year as a whole.,final school year whole,True,False,False,False,False,False,False,POSITIVE,0.8594070076942444,0.8594070076942444
RA1,"May 2, 2021, 09:21 PM",I,112,we talked about finals and the campus ministry he's involved in.,No,"Academics, Campus/Community Involvement",25,113,we talked about finals and the campus ministry he's involved in.,final campus ministry involved,True,True,False,False,False,False,False,POSITIVE,0.8221632242202759,0.8221632242202759
RA1,"May 2, 2021, 09:22 PM",J,113,we talked about making friends on campus and academics.,No,"Academics, Friends/Family/Relationships",26,114,we talked about making friends on campus and academics.,making friend campus academic,True,False,True,False,False,False,False,POSITIVE,0.9962130784988403,0.9962130784988403
RA1,"May 2, 2021, 09:23 PM",K,114,we talked about getting a job during the summer and saving money during college.,No,"Goal Setting/Career Planning, Finances",27,115,we talked about getting a job during the summer and saving money during college.,getting job summer saving money college,False,False,False,True,True,False,False,NEGATIVE,0.6303625702857971,0.3696374297142029
RA1,"May 2, 2021, 09:25 PM",L,115,we talked about social activities and getting involved on campus.,No,"Campus/Community Involvement, Friends/Family/Relationships",28,116,we talked about social activities and getting involved on campus.,social activity getting involved campus,False,True,True,False,False,False,False,POSITIVE,0.9911255240440369,0.9911255240440369
RA1,"May 2, 2021, 09:26 PM",M,116,we talked about setting goals for finals and getting an internship for the summer.,No,Goal Setting/Career Planning,29,117,we talked about setting goals for finals and getting an internship for the summer.,setting goal final getting internship summer,False,False,False,True,False,False,False,NEGATIVE,0.8660402894020081,0.13395971059799194
RA1,"May 2, 2021, 09:54 PM",N,117,we talked about midterms and staying on top of class work.,No,Academics,30,118,we talked about midterm and staying on top of class work.,midterm staying top class work,True,False,False,False,False,False,False,POSITIVE,0.951636791229248,0.951636791229248
RA1,"May 2, 2021, 09:56 PM",O,118,we talked about finals and getting ready for the summer.,No,"Academics, Goal Setting/Career Planning",31,119,we talked about finals and getting ready for the summer.,final getting ready summer,True,False,False,True,False,False,False,POSITIVE,0.5987130403518677,0.5987130403518677
RA1,"May 2, 2021, 10:01 PM",P,119,we talked about staying healthy physically in order to help with academics.,No,"Academics, Other/Add Theme",32,120,we talked about staying healthy physically in order to help with academics.,staying healthy physically order help academic,True,False,False,False,False,False,False,POSITIVE,0.7888698577880859,0.7888698577880859
RA1,"May 2, 2021, 10:07 PM",Q,120,we talked about making friends on campus and paying for school.,No,"Friends/Family/Relationships, Finances",33,121,we talked about making friends on campus and paying for school.,making friend campus paying school,False,False,True,False,True,False,False,POSITIVE,0.9899057745933533,0.9899057745933533
RA1,"May 2, 2021, 10:11 PM",R,121,we talked about paying for college.,No,Finances,34,122,we talked about paying for college.,paying college,False,False,False,False,True,False,False,NEGATIVE,0.99403315782547,0.005966842174530029
